[-20.0, -20.0, -20.0]
[-18.974358974358974, -20.0, -20.0]
[-17.94871794871795, -20.0, -20.0]
[-16.923076923076923, -20.0, -20.0]
[-15.897435897435898, -20.0, -20.0]
[-14.871794871794872, -20.0, -20.0]
[-13.846153846153847, -20.0, -20.0]
[-12.820512820512821, -20.0, -20.0]
[-11.794871794871796, -20.0, -20.0]
[-10.76923076923077, -20.0, -20.0]
[-9.743589743589745, -20.0, -20.0]
[-8.717948717948719, -20.0, -20.0]
[-7.692307692307693, -20.0, -20.0]
[-6.666666666666668, -20.0, -20.0]
[-5.641025641025642, -20.0, -20.0]
[-4.615384615384617, -20.0, -20.0]
[-3.589743589743591, -20.0, -20.0]
[-2.5641025641025657, -20.0, -20.0]
[-1.53846153846154, -20.0, -20.0]
[-0.5128205128205146, -20.0, -20.0]
[0.512820512820511, -20.0, -20.0]
[1.5384615384615365, -20.0, -20.0]
[2.564102564102562, -20.0, -20.0]
[3.5897435897435876, -20.0, -20.0]
[4.615384615384613, -20.0, -20.0]
[5.641025641025639, -20.0, -20.0]
[6.666666666666664, -20.0, -20.0]
[7.69230769230769, -20.0, -20.0]
[8.717948717948715, -20.0, -20.0]
[9.743589743589741, -20.0, -20.0]
[10.769230769230766, -20.0, -20.0]
[11.794871794871792, -20.0, -20.0]
[12.820512820512818, -20.0, -20.0]
[13.84615384615384, -20.0, -20.0]
[14.871794871794869, -20.0, -20.0]
[15.897435897435898, -20.0, -20.0]
[16.92307692307692, -20.0, -20.0]
[17.948717948717942, -20.0, -20.0]
[18.97435897435897, -20.0, -20.0]
[20.0, -20.0, -20.0]
[-20.0, -20.0, -18.974358974358974]
[-18.974358974358974, -20.0, -18.974358974358974]
[-17.94871794871795, -20.0, -18.974358974358974]
[-16.923076923076923, -20.0, -18.974358974358974]
[-15.897435897435898, -20.0, -18.974358974358974]
[-14.871794871794872, -20.0, -18.974358974358974]
[-13.846153846153847, -20.0, -18.974358974358974]
[-12.820512820512821, -20.0, -18.974358974358974]
[-11.794871794871796, -20.0, -18.974358974358974]
[-10.76923076923077, -20.0, -18.974358974358974]
[-9.743589743589745, -20.0, -18.974358974358974]
[-8.717948717948719, -20.0, -18.974358974358974]
[-7.692307692307693, -20.0, -18.974358974358974]
[-6.666666666666668, -20.0, -18.974358974358974]
[-5.641025641025642, -20.0, -18.974358974358974]
[-4.615384615384617, -20.0, -18.974358974358974]
[-3.589743589743591, -20.0, -18.974358974358974]
[-2.5641025641025657, -20.0, -18.974358974358974]
[-1.53846153846154, -20.0, -18.974358974358974]
[-0.5128205128205146, -20.0, -18.974358974358974]
[0.512820512820511, -20.0, -18.974358974358974]
[1.5384615384615365, -20.0, -18.974358974358974]
[2.564102564102562, -20.0, -18.974358974358974]
[3.5897435897435876, -20.0, -18.974358974358974]
[4.615384615384613, -20.0, -18.974358974358974]
[5.641025641025639, -20.0, -18.974358974358974]
[6.666666666666664, -20.0, -18.974358974358974]
[7.69230769230769, -20.0, -18.974358974358974]
[8.717948717948715, -20.0, -18.974358974358974]
[9.743589743589741, -20.0, -18.974358974358974]
[10.769230769230766, -20.0, -18.974358974358974]
[11.794871794871792, -20.0, -18.974358974358974]
[12.820512820512818, -20.0, -18.974358974358974]
[13.84615384615384, -20.0, -18.974358974358974]
[14.871794871794869, -20.0, -18.974358974358974]
[15.897435897435898, -20.0, -18.974358974358974]
[16.92307692307692, -20.0, -18.974358974358974]
[17.948717948717942, -20.0, -18.974358974358974]
[18.97435897435897, -20.0, -18.974358974358974]
[20.0, -20.0, -18.974358974358974]
[-20.0, -20.0, -17.94871794871795]
[-18.974358974358974, -20.0, -17.94871794871795]
[-17.94871794871795, -20.0, -17.94871794871795]
[-16.923076923076923, -20.0, -17.94871794871795]
[-15.897435897435898, -20.0, -17.94871794871795]
[-14.871794871794872, -20.0, -17.94871794871795]
[-13.846153846153847, -20.0, -17.94871794871795]
[-12.820512820512821, -20.0, -17.94871794871795]
[-11.794871794871796, -20.0, -17.94871794871795]
[-10.76923076923077, -20.0, -17.94871794871795]
[-9.743589743589745, -20.0, -17.94871794871795]
[-8.717948717948719, -20.0, -17.94871794871795]
[-7.692307692307693, -20.0, -17.94871794871795]
[-6.666666666666668, -20.0, -17.94871794871795]
[-5.641025641025642, -20.0, -17.94871794871795]
[-4.615384615384617, -20.0, -17.94871794871795]
[-3.589743589743591, -20.0, -17.94871794871795]
[-2.5641025641025657, -20.0, -17.94871794871795]
[-1.53846153846154, -20.0, -17.94871794871795]
[-0.5128205128205146, -20.0, -17.94871794871795]
[0.512820512820511, -20.0, -17.94871794871795]
[1.5384615384615365, -20.0, -17.94871794871795]
[2.564102564102562, -20.0, -17.94871794871795]
[3.5897435897435876, -20.0, -17.94871794871795]
[4.615384615384613, -20.0, -17.94871794871795]
[5.641025641025639, -20.0, -17.94871794871795]
[6.666666666666664, -20.0, -17.94871794871795]
[7.69230769230769, -20.0, -17.94871794871795]
[8.717948717948715, -20.0, -17.94871794871795]
[9.743589743589741, -20.0, -17.94871794871795]
[10.769230769230766, -20.0, -17.94871794871795]
[11.794871794871792, -20.0, -17.94871794871795]
[12.820512820512818, -20.0, -17.94871794871795]
[13.84615384615384, -20.0, -17.94871794871795]
[14.871794871794869, -20.0, -17.94871794871795]
[15.897435897435898, -20.0, -17.94871794871795]
[16.92307692307692, -20.0, -17.94871794871795]
[17.948717948717942, -20.0, -17.94871794871795]
